rep_id,name,region,product_line,tenure_months,base_salary,monthly_target,actual_sales,deals_closed,month,year
REP014,Divij Gupta,East,CloudCore,34,763441,517806,413900.0,8,5,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,525700.0,9,5,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,446100.0,5,5,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,448000.0,9,5,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,340600.0,4,5,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,334500.0,5,5,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,194900.0,6,5,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,472600.0,8,5,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,389000.0,8,5,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,477900.0,8,5,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,496400.0,9,5,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,341500.0,6,5,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,322500.0,4,5,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,124700.0,1,5,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,322600.0,5,5,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,202800.0,4,5,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,498800.0,4,5,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,670300.0,6,5,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,477900.0,9,5,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,338800.0,8,5,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,369900.0,4,5,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,299600.0,6,5,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,328100.0,4,5,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,219100.0,3,5,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,389800.0,5,5,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,322400.0,7,5,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,408800.0,6,5,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,554200.0,5,5,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,385600.0,7,5,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,487700.0,4,5,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,274500.0,7,5,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,303300.0,8,5,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,319200.0,8,5,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,365100.0,7,5,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,551300.0,9,5,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,281500.0,3,5,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,233400.0,5,5,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,282900.0,5,5,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,504200.0,8,5,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,365500.0,9,5,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,419500.0,7,5,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,691600.0,10,5,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,190700.0,4,5,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,245900.0,5,5,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,309800.0,6,5,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,855300.0,11,5,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,474700.0,6,5,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,430900.0,10,5,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,233900.0,2,5,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,347100.0,4,5,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,323800.0,3,5,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,577000.0,8,5,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,348900.0,5,5,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,271200.0,4,5,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,440500.0,5,5,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,375600.0,4,5,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,184700.0,6,5,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,289000.0,4,5,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,345000.0,4,5,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,240500.0,3,5,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,427200.0,7,5,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,249800.0,7,5,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,517000.0,8,5,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,308900.0,6,5,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,283800.0,6,5,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,315900.0,2,5,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,342500.0,5,5,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,243700.0,3,6,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,572400.0,9,6,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,886600.0,11,6,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,289300.0,3,6,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,452000.0,6,6,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,298600.0,6,6,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,336700.0,9,6,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,379900.0,4,6,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,501700.0,9,6,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,599800.0,6,6,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,582000.0,11,6,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,214200.0,3,6,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,247500.0,2,6,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,628400.0,9,6,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,602900.0,9,6,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,492100.0,5,6,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,627100.0,9,6,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,430600.0,7,6,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,436700.0,9,6,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,272100.0,7,6,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,682000.0,13,6,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,551300.0,10,6,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,536800.0,9,6,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,655100.0,9,6,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,469600.0,10,6,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,481500.0,7,6,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,174100.0,5,6,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,509700.0,9,6,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,361700.0,9,6,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,476800.0,8,6,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,721900.0,10,6,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,357600.0,7,6,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,353100.0,6,6,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,492300.0,11,6,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,484500.0,5,6,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,453400.0,9,6,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,362000.0,7,6,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,399400.0,8,6,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,217700.0,3,6,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,542000.0,6,6,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,652000.0,6,6,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,384700.0,7,6,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,436800.0,8,6,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,294200.0,7,6,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,278600.0,4,6,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,436000.0,9,6,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,450200.0,8,6,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,579900.0,5,6,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,290100.0,4,6,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,256700.0,5,6,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,331500.0,7,6,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,635600.0,10,6,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,323300.0,7,6,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,475800.0,7,6,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,606500.0,9,6,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,226300.0,5,6,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,238700.0,6,6,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,270500.0,2,6,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,857100.0,10,6,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,551800.0,9,6,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,619100.0,12,6,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,327200.0,5,6,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,517000.0,7,6,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,462300.0,4,6,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,721700.0,9,6,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,397900.0,8,6,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,343100.0,7,6,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,431800.0,7,6,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,323200.0,5,6,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,220800.0,5,6,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,376300.0,10,6,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,173700.0,1,6,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,279000.0,7,6,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,472300.0,5,6,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,324000.0,7,6,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,636400.0,8,6,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,505600.0,8,6,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,277100.0,4,6,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,663600.0,10,6,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,400800.0,9,6,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,278900.0,2,7,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,415900.0,9,7,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,588700.0,7,7,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,223400.0,5,7,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,323200.0,3,7,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,130800.0,1,7,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,266400.0,7,7,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,219700.0,3,7,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,446900.0,9,7,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,466600.0,7,7,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,397700.0,7,7,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,289300.0,3,7,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,290700.0,3,7,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,359500.0,5,7,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,484900.0,10,7,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,432700.0,5,7,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,393200.0,7,7,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,308800.0,7,7,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,252000.0,6,7,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,136000.0,1,7,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,474100.0,6,7,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,417500.0,9,7,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,340200.0,4,7,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,475600.0,7,7,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,297100.0,5,7,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,242100.0,5,7,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,144100.0,1,7,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,311500.0,7,7,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,219100.0,5,7,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,409000.0,3,7,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,595800.0,6,7,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,356800.0,4,7,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,264300.0,7,7,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,297900.0,3,7,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,232500.0,2,7,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,366800.0,7,7,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,218800.0,4,7,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,316000.0,7,7,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,273600.0,4,7,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,445500.0,7,7,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,365800.0,5,7,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,307700.0,7,7,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,403800.0,4,7,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,253400.0,5,7,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,224700.0,7,7,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,231400.0,3,7,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,193200.0,3,7,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,493500.0,5,7,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,260100.0,6,7,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,200400.0,5,7,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,287700.0,3,7,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,334100.0,2,7,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,273000.0,6,7,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,282500.0,6,7,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,444700.0,5,7,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,208800.0,6,7,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,146200.0,3,7,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,241400.0,1,7,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,709100.0,8,7,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,430200.0,7,7,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,430400.0,10,7,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,178900.0,5,7,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,451000.0,7,7,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,437700.0,4,7,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,451300.0,7,7,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,274400.0,7,7,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,253900.0,5,7,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,261200.0,4,7,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,298100.0,4,7,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,163400.0,5,7,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,293800.0,8,7,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,266300.0,5,7,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,295200.0,8,7,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,283400.0,4,7,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,188700.0,3,7,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,464300.0,4,7,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,329700.0,7,7,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,173500.0,4,7,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,315600.0,3,7,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,214400.0,4,7,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,317900.0,2,8,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,525900.0,9,8,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,725300.0,9,8,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,204500.0,5,8,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,426600.0,8,8,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,182800.0,3,8,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,223300.0,5,8,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,232900.0,1,8,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,291700.0,3,8,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,415900.0,8,8,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,413600.0,8,8,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,310000.0,6,8,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,318400.0,2,8,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,406600.0,7,8,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,481200.0,6,8,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,302600.0,6,8,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,445500.0,9,8,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,359900.0,5,8,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,238800.0,4,8,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,261700.0,6,8,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,473000.0,7,8,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,330400.0,4,8,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,462500.0,7,8,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,548000.0,9,8,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,343200.0,6,8,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,299000.0,6,8,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,154700.0,4,8,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,323600.0,3,8,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,267700.0,5,8,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,422400.0,7,8,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,609400.0,9,8,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,349700.0,6,8,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,299500.0,7,8,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,363500.0,8,8,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,344500.0,3,8,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,324700.0,8,8,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,190600.0,2,8,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,327500.0,4,8,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,248800.0,3,8,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,441900.0,5,8,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,526400.0,5,8,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,263700.0,6,8,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,507000.0,5,8,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,304700.0,3,8,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,271200.0,7,8,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,384300.0,6,8,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,263500.0,3,8,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,428600.0,3,8,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,149900.0,1,8,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,353100.0,5,8,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,299100.0,3,8,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,435200.0,6,8,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,295400.0,6,8,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,296500.0,5,8,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,657500.0,9,8,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,220400.0,3,8,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,193900.0,3,8,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,320600.0,7,8,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,710500.0,9,8,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,471100.0,10,8,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,399600.0,6,8,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,278100.0,3,8,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,542400.0,6,8,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,446100.0,3,8,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,622700.0,10,8,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,295900.0,7,8,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,179200.0,5,8,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,275800.0,3,8,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,288300.0,5,8,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,246500.0,7,8,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,236800.0,4,8,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,387300.0,4,8,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,261300.0,7,8,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,250100.0,3,8,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,139100.0,4,8,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,401600.0,5,8,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,402000.0,5,8,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,203200.0,5,8,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,210600.0,3,8,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,172600.0,5,8,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,349200.0,4,9,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,652000.0,9,9,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,854800.0,11,9,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,183500.0,3,9,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,456000.0,9,9,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,240200.0,5,9,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,252000.0,6,9,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,380800.0,5,9,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,471100.0,8,9,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,601600.0,8,9,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,646800.0,9,9,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,357900.0,8,9,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,352800.0,6,9,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,457000.0,5,9,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,679900.0,10,9,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,537500.0,9,9,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,557600.0,12,9,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,415500.0,8,9,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,382500.0,10,9,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,254300.0,5,9,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,564700.0,9,9,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,412400.0,5,9,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,541900.0,9,9,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,581200.0,9,9,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,387900.0,5,9,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,368100.0,7,9,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,207000.0,3,9,2024
