rep_id,name,region,product_line,tenure_months,base_salary,monthly_target,actual_sales,deals_closed,month,year,attainment_pct,commission_rate,commission_earned,is_top_performer,bonus_earned,monthly_base,total_payout,total_compensation,attainment_pct_display,month_name
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,208600.0,2,2,2024,0.5768,0.05,10430.0,False,0.0,87442.67,97872.67,97872.67,57.7,Feb 2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,204600.0,1,2,2024,0.3771,0.0,0.0,False,0.0,70981.08,70981.08,70981.08,37.7,Feb 2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,266700.0,5,2,2024,0.5987,0.05,13335.0,False,0.0,88342.5,101677.5,101677.5,59.9,Feb 2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,285300.0,3,3,2024,0.5291,0.05,14265.0,False,0.0,78110.83,92375.83,92375.83,52.9,Mar 2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,599900.0,11,3,2024,1.3052,0.2,119980.0,True,29995.0,96911.83,246886.83,246886.83,130.5,Mar 2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,912400.0,9,3,2024,1.3363,0.2,182480.0,True,45620.0,103506.42,331606.42,331606.42,133.6,Mar 2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,221500.0,2,3,2024,0.5533,0.05,11075.0,False,0.0,98635.08,109710.08,109710.08,55.3,Mar 2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,513200.0,8,3,2024,1.1189,0.15,76980.0,False,0.0,79680.83,156660.83,156660.83,111.9,Mar 2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,273000.0,6,3,2024,0.7476,0.05,13650.0,False,0.0,97704.25,111354.25,111354.25,74.8,Mar 2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,410100.0,8,3,2024,1.1011,0.15,61515.0,False,0.0,116243.0,177758.0,177758.0,110.1,Mar 2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,539100.0,6,3,2024,0.9813,0.1,53910.0,False,0.0,93985.92,147895.92,147895.92,98.1,Mar 2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,457100.0,8,3,2024,0.9665,0.1,45710.0,False,0.0,73489.08,119199.08,119199.08,96.6,Mar 2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,486400.0,7,3,2024,0.9025,0.1,48640.0,False,0.0,118875.83,167515.83,167515.83,90.2,Mar 2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,452500.0,7,3,2024,0.8854,0.1,45250.0,False,0.0,123838.25,169088.25,169088.25,88.5,Mar 2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,224100.0,5,3,2024,0.5539,0.05,11205.0,False,0.0,84243.5,95448.5,95448.5,55.4,Mar 2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,359200.0,5,3,2024,0.6704,0.05,17960.0,False,0.0,103463.25,121423.25,121423.25,67.0,Mar 2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,538800.0,9,3,2024,1.0405,0.15,80820.0,False,0.0,63620.08,144440.08,144440.08,104.0,Mar 2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,573400.0,10,3,2024,1.2623,0.2,114680.0,True,28670.0,59252.33,202602.33,202602.33,126.2,Mar 2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,572900.0,6,3,2024,1.1017,0.15,85935.0,False,0.0,61435.0,147370.0,147370.0,110.2,Mar 2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,542100.0,10,3,2024,1.2401,0.2,108420.0,False,0.0,65244.83,173664.83,173664.83,124.0,Mar 2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,479500.0,7,3,2024,1.1806,0.15,71925.0,False,0.0,91000.33,162925.33,162925.33,118.1,Mar 2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,350700.0,9,3,2024,0.9643,0.1,35070.0,False,0.0,116565.17,151635.17,151635.17,96.4,Mar 2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,416300.0,6,3,2024,1.1109,0.15,62445.0,False,0.0,98069.42,160514.42,160514.42,111.1,Mar 2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,595500.0,10,3,2024,1.2917,0.2,119100.0,True,29775.0,77166.17,226041.17,226041.17,129.2,Mar 2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,384100.0,6,3,2024,0.8896,0.1,38410.0,False,0.0,67233.5,105643.5,105643.5,89.0,Mar 2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,457500.0,4,3,2024,0.8626,0.1,45750.0,False,0.0,73157.67,118907.67,118907.67,86.3,Mar 2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,605800.0,8,3,2024,1.2794,0.2,121160.0,True,30290.0,117694.67,269144.67,269144.67,127.9,Mar 2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,402700.0,5,3,2024,0.9692,0.1,40270.0,False,0.0,95172.92,135442.92,135442.92,96.9,Mar 2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,406900.0,5,3,2024,0.795,0.05,20345.0,False,0.0,73253.83,93598.83,93598.83,79.5,Mar 2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,237100.0,5,3,2024,0.7569,0.05,11855.0,False,0.0,118921.42,130776.42,130776.42,75.7,Mar 2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,443700.0,5,3,2024,0.9884,0.1,44370.0,False,0.0,118070.58,162440.58,162440.58,98.8,Mar 2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,223200.0,6,3,2024,0.549,0.05,11160.0,False,0.0,83155.08,94315.08,94315.08,54.9,Mar 2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,473100.0,5,3,2024,0.8066,0.1,47310.0,False,0.0,81177.5,128487.5,128487.5,80.7,Mar 2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,726500.0,8,3,2024,1.2014,0.2,145300.0,False,0.0,99781.83,245081.83,245081.83,120.1,Mar 2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,509500.0,7,3,2024,1.1055,0.15,76425.0,False,0.0,110592.5,187017.5,187017.5,110.6,Mar 2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,358300.0,9,3,2024,1.0244,0.15,53745.0,False,0.0,105025.92,158770.92,158770.92,102.4,Mar 2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,363100.0,4,3,2024,0.8406,0.1,36310.0,False,0.0,60888.5,97198.5,97198.5,84.1,Mar 2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,357100.0,7,3,2024,0.7097,0.05,17855.0,False,0.0,71661.83,89516.83,89516.83,71.0,Mar 2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,449600.0,7,3,2024,1.046,0.15,67440.0,False,0.0,113077.17,180517.17,180517.17,104.6,Mar 2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,199900.0,5,3,2024,0.5433,0.05,9995.0,False,0.0,61833.42,71828.42,71828.42,54.3,Mar 2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,470700.0,8,3,2024,1.0169,0.15,70605.0,False,0.0,87219.08,157824.08,157824.08,101.7,Mar 2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,347100.0,5,3,2024,0.6918,0.05,17355.0,False,0.0,116445.58,133800.58,133800.58,69.2,Mar 2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,445800.0,5,3,2024,0.8535,0.1,44580.0,False,0.0,69663.75,114243.75,114243.75,85.4,Mar 2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,620400.0,10,3,2024,1.0426,0.15,93060.0,False,0.0,81174.0,174234.0,174234.0,104.3,Mar 2024
REP042,Siya Master,North,DataSync,33,1129445,369629,394800.0,10,3,2024,1.0681,0.15,59220.0,False,0.0,94120.42,153340.42,153340.42,106.8,Mar 2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,641600.0,7,3,2024,1.134,0.15,96240.0,False,0.0,88714.08,184954.08,184954.08,113.4,Mar 2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,356500.0,5,3,2024,0.8485,0.1,35650.0,False,0.0,68838.83,104488.83,104488.83,84.9,Mar 2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,263000.0,6,3,2024,0.8239,0.1,26300.0,False,0.0,115861.75,142161.75,142161.75,82.4,Mar 2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,338300.0,5,3,2024,0.8793,0.1,33830.0,False,0.0,106704.83,140534.83,140534.83,87.9,Mar 2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,443300.0,8,3,2024,0.7637,0.05,22165.0,False,0.0,96818.83,118983.83,118983.83,76.4,Mar 2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,668900.0,6,3,2024,1.0622,0.15,100335.0,False,0.0,70784.58,171119.58,171119.58,106.2,Mar 2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,351500.0,6,3,2024,0.7636,0.05,17575.0,False,0.0,89071.42,106646.42,106646.42,76.4,Mar 2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,612500.0,12,3,2024,1.2893,0.2,122500.0,True,30625.0,112886.17,266011.17,266011.17,128.9,Mar 2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,363300.0,7,3,2024,0.7723,0.05,18165.0,False,0.0,92826.75,110991.75,110991.75,77.2,Mar 2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,619100.0,10,3,2024,1.1406,0.15,92865.0,False,0.0,80186.25,173051.25,173051.25,114.1,Mar 2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,395000.0,7,3,2024,1.1178,0.15,59250.0,False,0.0,67535.83,126785.83,126785.83,111.8,Mar 2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,462100.0,6,3,2024,1.0795,0.15,69315.0,False,0.0,85567.25,154882.25,154882.25,108.0,Mar 2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,595800.0,9,3,2024,0.9578,0.1,59580.0,False,0.0,75272.17,134852.17,134852.17,95.8,Mar 2024
REP056,Saira Vora,West,DataSync,3,896228,387439,310700.0,5,3,2024,0.8019,0.1,31070.0,False,0.0,74685.67,105755.67,105755.67,80.2,Mar 2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,192000.0,2,3,2024,0.5608,0.05,9600.0,False,0.0,86169.17,95769.17,95769.17,56.1,Mar 2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,320700.0,5,3,2024,0.6452,0.05,16035.0,False,0.0,82436.58,98471.58,98471.58,64.5,Mar 2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,822000.0,11,3,2024,1.1982,0.15,123300.0,False,0.0,73241.5,196541.5,196541.5,119.8,Mar 2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,576400.0,7,3,2024,1.2458,0.2,115280.0,True,28820.0,94762.58,238862.58,238862.58,124.6,Mar 2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,603400.0,13,3,2024,1.4335,0.2,120680.0,True,30170.0,89436.0,240286.0,240286.0,143.4,Mar 2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,176300.0,1,3,2024,0.3884,0.0,0.0,False,0.0,85023.42,85023.42,85023.42,38.8,Mar 2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,588300.0,8,3,2024,1.0841,0.15,88245.0,False,0.0,98009.75,186254.75,186254.75,108.4,Mar 2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,264000.0,5,3,2024,0.4285,0.0,0.0,False,0.0,80866.25,80866.25,80866.25,42.8,Mar 2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,672000.0,10,3,2024,1.1994,0.15,100800.0,False,0.0,95693.42,196493.42,196493.42,119.9,Mar 2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,444500.0,9,3,2024,1.1347,0.15,66675.0,False,0.0,84185.17,150860.17,150860.17,113.5,Mar 2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,291100.0,3,3,2024,0.6926,0.05,14555.0,False,0.0,80278.83,94833.83,94833.83,69.3,Mar 2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,263600.0,6,3,2024,0.5128,0.05,13180.0,False,0.0,90269.83,103449.83,103449.83,51.3,Mar 2024
REP069,Ira Butala,East,DataSync,42,883321,515098,293500.0,4,3,2024,0.5698,0.05,14675.0,False,0.0,73610.08,88285.08,88285.08,57.0,Mar 2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,281200.0,4,3,2024,0.7894,0.05,14060.0,False,0.0,86554.25,100614.25,100614.25,78.9,Mar 2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,337800.0,8,3,2024,0.9055,0.1,33780.0,False,0.0,75742.5,109522.5,109522.5,90.6,Mar 2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,371300.0,6,3,2024,0.7166,0.05,18565.0,False,0.0,95223.58,113788.58,113788.58,71.7,Mar 2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,331300.0,6,3,2024,1.0032,0.15,49695.0,False,0.0,91436.25,141131.25,141131.25,100.3,Mar 2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,291200.0,5,3,2024,0.5799,0.05,14560.0,False,0.0,85325.25,99885.25,99885.25,58.0,Mar 2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,335000.0,8,3,2024,1.02,0.15,50250.0,False,0.0,85696.75,135946.75,135946.75,102.0,Mar 2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,677400.0,9,3,2024,1.0773,0.15,101610.0,False,0.0,96873.25,198483.25,198483.25,107.7,Mar 2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,334800.0,4,3,2024,0.7424,0.05,16740.0,False,0.0,115522.08,132262.08,132262.08,74.2,Mar 2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,257400.0,6,3,2024,0.7118,0.05,12870.0,False,0.0,87442.67,100312.67,100312.67,71.2,Mar 2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,313800.0,3,3,2024,0.5783,0.05,15690.0,False,0.0,70981.08,86671.08,86671.08,57.8,Mar 2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,363800.0,8,3,2024,0.8167,0.1,36380.0,False,0.0,88342.5,124722.5,124722.5,81.7,Mar 2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,252000.0,3,4,2024,0.4673,0.0,0.0,False,0.0,78110.83,78110.83,78110.83,46.7,Apr 2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,473600.0,10,4,2024,1.0304,0.15,71040.0,True,23680.0,96911.83,191631.83,191631.83,103.0,Apr 2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,733300.0,10,4,2024,1.074,0.15,109995.0,True,36665.0,103506.42,250166.42,250166.42,107.4,Apr 2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,274700.0,6,4,2024,0.6862,0.05,13735.0,False,0.0,98635.08,112370.08,112370.08,68.6,Apr 2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,325300.0,6,4,2024,0.7093,0.05,16265.0,False,0.0,79680.83,95945.83,95945.83,70.9,Apr 2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,192800.0,5,4,2024,0.528,0.05,9640.0,False,0.0,97704.25,107344.25,107344.25,52.8,Apr 2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,292700.0,8,4,2024,0.7859,0.05,14635.0,False,0.0,116243.0,130878.0,130878.0,78.6,Apr 2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,266900.0,3,4,2024,0.4858,0.0,0.0,False,0.0,93985.92,93985.92,93985.92,48.6,Apr 2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,483600.0,8,4,2024,1.0225,0.15,72540.0,False,0.0,73489.08,146029.08,146029.08,102.2,Apr 2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,473600.0,6,4,2024,0.8787,0.1,47360.0,False,0.0,118875.83,166235.83,166235.83,87.9,Apr 2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,359200.0,3,4,2024,0.7029,0.05,17960.0,False,0.0,123838.25,141798.25,141798.25,70.3,Apr 2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,280400.0,5,4,2024,0.693,0.05,14020.0,False,0.0,84243.5,98263.5,98263.5,69.3,Apr 2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,456600.0,7,4,2024,0.8521,0.1,45660.0,False,0.0,103463.25,149123.25,149123.25,85.2,Apr 2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,489300.0,6,4,2024,0.9449,0.1,48930.0,False,0.0,63620.08,112550.08,112550.08,94.5,Apr 2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,423100.0,8,4,2024,0.9314,0.1,42310.0,False,0.0,59252.33,101562.33,101562.33,93.1,Apr 2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,408200.0,8,4,2024,0.785,0.05,20410.0,False,0.0,61435.0,81845.0,81845.0,78.5,Apr 2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,492900.0,11,4,2024,1.1275,0.15,73935.0,True,24645.0,65244.83,163824.83,163824.83,112.8,Apr 2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,309200.0,7,4,2024,0.7613,0.05,15460.0,False,0.0,91000.33,106460.33,106460.33,76.1,Apr 2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,321100.0,7,4,2024,0.8829,0.1,32110.0,False,0.0,116565.17,148675.17,148675.17,88.3,Apr 2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,252700.0,3,4,2024,0.6744,0.05,12635.0,False,0.0,98069.42,110704.42,110704.42,67.4,Apr 2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,448700.0,8,4,2024,0.9732,0.1,44870.0,False,0.0,77166.17,122036.17,122036.17,97.3,Apr 2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,358300.0,6,4,2024,0.8298,0.1,35830.0,False,0.0,67233.5,103063.5,103063.5,83.0,Apr 2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,261900.0,2,4,2024,0.4938,0.0,0.0,False,0.0,73157.67,73157.67,73157.67,49.4,Apr 2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,457500.0,8,4,2024,0.9662,0.1,45750.0,False,0.0,117694.67,163444.67,163444.67,96.6,Apr 2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,336300.0,5,4,2024,0.8094,0.1,33630.0,False,0.0,95172.92,128802.92,128802.92,80.9,Apr 2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,208500.0,3,4,2024,0.4074,0.0,0.0,False,0.0,73253.83,73253.83,73253.83,40.7,Apr 2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,246700.0,6,4,2024,0.7875,0.05,12335.0,False,0.0,118921.42,131256.42,131256.42,78.8,Apr 2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,307500.0,5,4,2024,0.685,0.05,15375.0,False,0.0,118070.58,133445.58,133445.58,68.5,Apr 2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,208900.0,4,4,2024,0.5138,0.05,10445.0,False,0.0,83155.08,93600.08,93600.08,51.4,Apr 2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,498500.0,8,4,2024,0.8499,0.1,49850.0,False,0.0,81177.5,131027.5,131027.5,85.0,Apr 2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,689300.0,9,4,2024,1.1399,0.15,103395.0,True,34465.0,99781.83,237641.83,237641.83,114.0,Apr 2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,315400.0,7,4,2024,0.6843,0.05,15770.0,False,0.0,110592.5,126362.5,126362.5,68.4,Apr 2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,335400.0,5,4,2024,0.9589,0.1,33540.0,False,0.0,105025.92,138565.92,138565.92,95.9,Apr 2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,361600.0,8,4,2024,0.8371,0.1,36160.0,False,0.0,60888.5,97048.5,97048.5,83.7,Apr 2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,222600.0,2,4,2024,0.4424,0.0,0.0,False,0.0,71661.83,71661.83,71661.83,44.2,Apr 2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,380300.0,5,4,2024,0.8848,0.1,38030.0,False,0.0,113077.17,151107.17,151107.17,88.5,Apr 2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,220100.0,3,4,2024,0.5982,0.05,11005.0,False,0.0,61833.42,72838.42,72838.42,59.8,Apr 2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,357600.0,7,4,2024,0.7726,0.05,17880.0,False,0.0,87219.08,105099.08,105099.08,77.3,Apr 2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,291600.0,5,4,2024,0.5812,0.05,14580.0,False,0.0,116445.58,131025.58,131025.58,58.1,Apr 2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,415400.0,8,4,2024,0.7953,0.05,20770.0,False,0.0,69663.75,90433.75,90433.75,79.5,Apr 2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,504600.0,5,4,2024,0.848,0.1,50460.0,False,0.0,81174.0,131634.0,131634.0,84.8,Apr 2024
REP042,Siya Master,North,DataSync,33,1129445,369629,334900.0,8,4,2024,0.906,0.1,33490.0,False,0.0,94120.42,127610.42,127610.42,90.6,Apr 2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,567700.0,9,4,2024,1.0034,0.15,85155.0,False,0.0,88714.08,173869.08,173869.08,100.3,Apr 2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,171700.0,4,4,2024,0.4087,0.0,0.0,False,0.0,68838.83,68838.83,68838.83,40.9,Apr 2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,338800.0,6,4,2024,1.0614,0.15,50820.0,True,16940.0,115861.75,183621.75,183621.75,106.1,Apr 2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,242300.0,3,4,2024,0.6298,0.05,12115.0,False,0.0,106704.83,118819.83,118819.83,63.0,Apr 2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,320400.0,4,4,2024,0.5519,0.05,16020.0,False,0.0,96818.83,112838.83,112838.83,55.2,Apr 2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,565600.0,6,4,2024,0.8982,0.1,56560.0,False,0.0,70784.58,127344.58,127344.58,89.8,Apr 2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,280400.0,5,4,2024,0.6091,0.05,14020.0,False,0.0,89071.42,103091.42,103091.42,60.9,Apr 2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,232700.0,2,4,2024,0.4898,0.0,0.0,False,0.0,112886.17,112886.17,112886.17,49.0,Apr 2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,256100.0,4,4,2024,0.5444,0.05,12805.0,False,0.0,92826.75,105631.75,105631.75,54.4,Apr 2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,425500.0,8,4,2024,0.7839,0.05,21275.0,False,0.0,80186.25,101461.25,101461.25,78.4,Apr 2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,273400.0,6,4,2024,0.7737,0.05,13670.0,False,0.0,67535.83,81205.83,81205.83,77.4,Apr 2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,396300.0,8,4,2024,0.9258,0.1,39630.0,False,0.0,85567.25,125197.25,125197.25,92.6,Apr 2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,543500.0,8,4,2024,0.8737,0.1,54350.0,False,0.0,75272.17,129622.17,129622.17,87.4,Apr 2024
REP056,Saira Vora,West,DataSync,3,896228,387439,186200.0,5,4,2024,0.4806,0.0,0.0,False,0.0,74685.67,74685.67,74685.67,48.1,Apr 2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,236500.0,5,4,2024,0.6908,0.05,11825.0,False,0.0,86169.17,97994.17,97994.17,69.1,Apr 2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,304500.0,5,4,2024,0.6126,0.05,15225.0,False,0.0,82436.58,97661.58,97661.58,61.3,Apr 2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,751600.0,10,4,2024,1.0956,0.15,112740.0,True,37580.0,73241.5,223561.5,223561.5,109.6,Apr 2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,500900.0,8,4,2024,1.0826,0.15,75135.0,True,25045.0,94762.58,194942.58,194942.58,108.3,Apr 2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,412500.0,7,4,2024,0.98,0.1,41250.0,False,0.0,89436.0,130686.0,130686.0,98.0,Apr 2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,226100.0,4,4,2024,0.4981,0.0,0.0,False,0.0,85023.42,85023.42,85023.42,49.8,Apr 2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,496500.0,7,4,2024,0.9149,0.1,49650.0,False,0.0,98009.75,147659.75,147659.75,91.5,Apr 2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,402100.0,5,4,2024,0.6526,0.05,20105.0,False,0.0,80866.25,100971.25,100971.25,65.3,Apr 2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,581000.0,8,4,2024,1.0369,0.15,87150.0,True,29050.0,95693.42,211893.42,211893.42,103.7,Apr 2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,332300.0,5,4,2024,0.8483,0.1,33230.0,False,0.0,84185.17,117415.17,117415.17,84.8,Apr 2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,311300.0,3,4,2024,0.7407,0.05,15565.0,False,0.0,80278.83,95843.83,95843.83,74.1,Apr 2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,253900.0,2,4,2024,0.4939,0.0,0.0,False,0.0,90269.83,90269.83,90269.83,49.4,Apr 2024
REP069,Ira Butala,East,DataSync,42,883321,515098,331800.0,5,4,2024,0.6441,0.05,16590.0,False,0.0,73610.08,90200.08,90200.08,64.4,Apr 2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,194200.0,2,4,2024,0.5452,0.05,9710.0,False,0.0,86554.25,96264.25,96264.25,54.5,Apr 2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,303300.0,8,4,2024,0.8131,0.1,30330.0,False,0.0,75742.5,106072.5,106072.5,81.3,Apr 2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,371500.0,4,4,2024,0.717,0.05,18575.0,False,0.0,95223.58,113798.58,113798.58,71.7,Apr 2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,304900.0,6,4,2024,0.9233,0.1,30490.0,False,0.0,91436.25,121926.25,121926.25,92.3,Apr 2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,341200.0,4,4,2024,0.6794,0.05,17060.0,False,0.0,85325.25,102385.25,102385.25,67.9,Apr 2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,244400.0,6,4,2024,0.7442,0.05,12220.0,False,0.0,85696.75,97916.75,97916.75,74.4,Apr 2024
